PROPERTY ID (T/WCAD),Food_Permit_Number,Food_Permit_Area,Name,Street,PERMIT SUBTYPE,SERVICE TYPE,Food_Permit_Year,Location 1,STREET NUMBER,Street Name,STREET DIRECTION,STREET SUFFIX,SUITE,OWNER NAME,OWNER MAILING ADDRESS,OWNER MAILING CITY,OWNER MAILING STATE,OWNER MAILING ZIP,FIXED FOOD TYPE
,2006002651 FP,1500,Generations / Night Care,"8203 Sam Rayburn Dr
Austin, Tx 78753
(30.346474, -97.699996)",Food Service,Cafeteria/Buff,10/01/2018,"8203 SAM RAYBURN DR
AUSTIN, TX 78753
(30.346474, -97.699996)",8203,"SAM RAYBURN
",,DR,,GENERATIONS CHILD DEVELOPMENT CENTERS I,2702 KEEL COURT,SPICEWOOD,TEXAS,78669,Child Care
,2006000006 FP,1656,Corner Store #1300,"6306 E Riverside Dr
Austin, Tx 78741
(30.224918, -97.70321)",Retail Food,,10/01/2018,"6306 E RIVERSIDE DR
AUSTIN, TX 78741
(30.224918, -97.70321)",6306,"RIVERSIDE
",E ,DR,,"BIG DIAMOND, INC.",PO BOX 690007,SAN ANTONIO,TX,78269,Convenience Store
,2015148971 FP,1640,Embassy Suites Austin Central,"5901 N Ih 35 Svrd Nb
Austin, Tx 78723
(30.319622, -97.706706)",Food Service,Seated,10/01/2018,"5901 N IH 35 SVRD NB
AUSTIN, TX 78723
(30.319622, -97.706706)",5901,"IH 35 SVRD
",N ,NB,,C/O SBCO-BREI OPERATING CO LLC,5901 N IH 35,AUSTIN,TEXAS,78723,General Food Service
,2016018028 FP,1700,Kanji J Cuisine Inc.,"12636 Research Blvd Sb Bunit 101
Austin, Tx 78759
(30.431004, -97.763845)",Food Service,,10/01/2018,"12636 RESEARCH BLVD SB Bunit 101
AUSTIN, TX 78759
(30.431004, -97.763845)",12636,"RESEARCH BLVD
",,SB,Bunit 101,SEAN KIM,16620 BRAYTON PARK DR,AUSTIN,TEXAS,78717,General Food Service
,2006008992 FP,1500,Lone Star Kolaches,"1701 W Parmer Ln
Austin, Tx 78758
(30.412667, -97.68955)",Food Service,Seated,10/01/2018,"1701 W PARMER LN
AUSTIN, TX 78758
(30.412667, -97.68955)",1701,"PARMER
",W ,LN,,MASSEY WALLACE,3225 PEARCE RD.,AUSTIN,TX,78730,Restaurant
,2010103727 FP,1500,Don Juan Mexican Restaurant,"2506 E Ben White Blvd Wb
Austin, Tx 78741
(30.215723, -97.735673)",Food Service,,10/01/2018,"2506 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.215723, -97.735673)",2506,"BEN WHITE BLVD
",E ,WB,,JUAN M RAMIREZ GARCIA,2506 E BEN WHITE BLVD,AUSTIN,TEXAS,78741,Restaurant
,2015007668 FP,1675,Corner Store #3958,"12307 Dessau Rd
Austin 78754
(30.387449, -97.648209)",Food Service,Carry Out,10/01/2018,"12307 DESSAU RD
AUSTIN 78754
(30.387449, -97.648209)",12307,"DESSAU
",,RD,,"BIG DIAMOND, LLC",P.O. BOX 690007,SAN ANTONIO,TEXAS,78269,
,2011093504 FP,1500,Hopfields,"3110 Guadalupe St Unit 400
Austin, Tx 78705
(30.298427, -97.740893)",Food Service,Seated,10/01/2018,"3110 GUADALUPE ST Unit 400
AUSTIN, TX 78705
(30.298427, -97.740893)",3110,"GUADALUPE
",,ST,Unit 400,LINDSAY ANTHON,3110 GUADALUPE ST. #400,AUSTIN,TEXAS,78705,General Food Service
,2012015398 FP,1500,Zpizza,"5701 W Slaughter Ln Bunit 160
Austin, Tx 78739
(30.201062, -97.868485)",Food Service,Seated,10/01/2018,"5701 W SLAUGHTER LN Bunit 160
AUSTIN, TX 78739
(30.201062, -97.868485)",5701,"SLAUGHTER
",W ,LN,Bunit 160,ZPPV LLC,5701 SLAUGHTER LN A160,AUSTIN,TEXAS,78739,General Food Service
738177,2013017828 FP,1500,Juice Spot,"12400 N Ih 35 Svrd Sb Unit 121
Austin, Tx 78753
(30.40196, -97.675067)",Food Service,Seated,10/01/2018,"12400 N IH 35 SVRD SB Unit 121
AUSTIN, TX 78753
(30.40196, -97.675067)",12400,"IH 35 SVRD
",N ,SB,Unit 121,TABALDI LLC,12400 N IH 35 #A121,AUSTIN,TEXAS,78753,General Food Service
,2015095342 FP,1434,Domino's Pizza # 9259,"2501 E 7Th St Unit 300
Austin, Tx 78702
(30.260913, -97.713682)",Food Service,Carry Out,10/01/2018,"2501 E 7TH ST Unit 300
AUSTIN, TX 78702
(30.260913, -97.713682)",2501,"7TH
(29.52033, -98.59599)",E ,ST,Unit 300,"MAC PIZZA MANAGEMENT, INC. ATTN: PERMITS",3106 TEXAS AVENUE SOUTH,COLLEGE STATION,TEXAS,77845,General Food Service
,2014027332 FP,1681,Crown Donuts,"10700 Anderson Mill Rd Unit 102
Austin, Tx 78750
(30.446998, -97.811418)",Food Service,Seated,10/01/2018,"10700 ANDERSON MILL RD Unit 102
AUSTIN, TX 78750
(30.446998, -97.811418)",10700,"ANDERSON MILL
",,RD,Unit 102,CROWN DONUTS,11315 THORNY BROOK TRL,AUSTIN,TEXAS,78750,General Food Service
498239,2008002494 FP,1600,Arden Courts Of Austin,"11630 Four Iron Dr
Austin, Tx 78750
(30.432953, -97.778623)",Food Service,Seated,10/01/2018,"11630 FOUR IRON DR
AUSTIN, TX 78750
(30.432953, -97.778623)",11630,"FOUR IRON
",,DR,,ATTN: ADMINISTRATOR,11630 FOUR IRONS DR,AUSTIN,TX,78750,Restaurant
,2014091273 FP,1730,Bella Donna Subs,"4612 Burleson Rd
Austin, Tx 78744
(30.213291, -97.73283)",Food Service,,10/01/2018,"4612 BURLESON RD
AUSTIN, TX 78744
(30.213291, -97.73283)",4612,"BURLESON
",,RD,,HECTOR GARCIA,4612 BURLESON RD STE E,AUSTIN,TEXAS,78744,General Food Service
,2015022431 FP,1484,Papa Murphy's Pizza,"12129 N Fm 620 Rd Bunit 100
Austin, Tx 78750
(30.461589, -97.817802)",Food Service,,10/01/2018,"12129 N FM 620 RD Bunit 100
AUSTIN, TX 78750
(30.461589, -97.817802)",12129,"FM 620
",N ,RD,Bunit 100,"PM AUSTIN INVESTOR'S, LLC",2801 NW 155TH ST,VANCOUVER,WA,98685,General Food Service
,2005006952 FP,1500,Taqueria Arandinas,"1011 Reinli St
Austin, Tx 78723
(30.318131, -97.706438)",Food Service,Seated,10/01/2018,"1011 REINLI ST
AUSTIN, TX 78723
(30.318131, -97.706438)",1011,"REINLI
",,ST,,RUBEN NAVARRO,1011 REINLI ST,AUSTIN,TX,78723,Restaurant
,2006001557 FP,1500,House Park Bar-B-Que,"900 W 12Th St
Austin, Tx 78703
(30.276593, -97.750441)",Food Service,Cafeteria/Buff,10/01/2018,"900 W 12TH ST
AUSTIN, TX 78703
(30.276593, -97.750441)",900,"12TH
(32.40623, -87.04958)",W ,ST,,JOE M. SULLIVAN,900 W 12TH ST,AUSTIN,TX,78703,Restaurant
,2015136057 FP,1571,Chick-fil-A Barton Creek Skyway,"1501 S Mopac Expy Nb Unit 140
Austin, Tx 78746
(30.261679, -97.790386)",Food Service,Seated,10/01/2018,"1501 S MOPAC EXPY NB Unit 140
AUSTIN, TX 78746
(30.261679, -97.790386)",1501,"MOPAC EXPY
",S ,NB,Unit 140,"ALAN WILLIAMS / MANNA TREE, INC","701 S CAPITAL OF TEXAS HWY, SUITE L400",AUSTIN,TEXAS,78746,General Food Service
,2016016168 FP,1500,Alabird,"8309 Research Blvd Unit B
Austin, Tx 78758
(30.356189, -97.715224)",Food Products,,10/01/2018,"8309 RESEARCH BLVD Unit B
AUSTIN, TX 78758
(30.356189, -97.715224)",8309,"RESEARCH
",,BLVD,Unit B,KARLY KOSTER,8111 LAZY LANE UNIT A,AUSTIN,TEXAS,78757,Other
,2006001254 FP,1500,Conans Pizza - South,"2018 W Stassney Ln
Austin, Tx 78745
(30.215999, -97.798413)",Food Service,Seated,10/01/2018,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.215999, -97.798413)",2018,"STASSNEY
",W ,LN,,"CONANS PIZZA,INC/GERALD STRADER",4107 MEDICAL PARKWAY STE C,AUSTIN,TX,78756,Restaurant
,2007100635 FP,1600,Taco More,"9414 Parkfield Dr Unit 2
Austin, Tx 78758
(30.367746, -97.706004)",Food Service,Seated,10/01/2018,"9414 PARKFIELD DR Unit 2
AUSTIN, TX 78758
(30.367746, -97.706004)",9414,"PARKFIELD
",,DR,Unit 2,MARIA GARCIA,9402 QUAIL MEADOW DR. UNIT B,AUSTIN,TEXAS,78758,Restaurant
,2016017504 FP,1433,Dominos Pizza,"4201 Westbank Dr
Austin, Tx 78746
(30.276084, -97.816281)",Food Service,,10/01/2018,"4201 WESTBANK DR
AUSTIN, TX 78746
(30.276084, -97.816281)",4201,"WESTBANK
",,DR,,CP DREAMWORKS PIZZA LLC,7107 SILVER DALE DR,AUSTIN,TEXAS,78736,General Food Service
,2012028601 FP,1525,Ann's Kitchen Cakes,"8650 Spicewood Springs Rd Unit 108
Austin, Tx 78759
(30.433565, -97.771812)",Food Service,,10/01/2018,"8650 SPICEWOOD SPRINGS RD Unit 108
AUSTIN, TX 78759
(30.433565, -97.771812)",8650,"SPICEWOOD SPRINGS
",,RD,Unit 108,ANN BURFORD,8650 SPICEWOOD SPRINGS #108,AUSTIN,TEXAS,78759,
,2006008841 FP,1500,International House of Pancakes,"707 E Cesar Chavez St
Austin, Tx 78701
(30.261286, -97.736966)",Food Service,Seated,10/01/2018,"707 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.261286, -97.736966)",707,"CESAR CHAVEZ
",E ,ST,,ACG 1421 LP ATTN: LEGAL,"1778 N PLANO RD., STE 100",RICHARDSON,TX,75081,Restaurant
,2012118007 FP,1400,Yo-Way Frozen Yogurt,"4301 W William Cannon Dr Bunit 160
Austin, Tx 78749
(30.221772, -97.838267)",Food Service,Seated,10/01/2018,"4301 W WILLIAM CANNON DR Bunit 160
AUSTIN, TX 78749
(30.221772, -97.838267)",4301,"WILLIAM CANNON
",W ,DR,Bunit 160,CTRG STATION 3 LLC,1025 CHALLENGER,LAKEWAY,TEXAS,78734,Other
,2009024654 FP,1600,Jamba Juice,"1201 Barbara Jordan Blvd Bunit 1295
Austin, Tx 78723
(30.306339, -97.708537)",Food Service,Seated,10/01/2018,"1201 BARBARA JORDAN BLVD Bunit 1295
AUSTIN, TX 78723
(30.306339, -97.708537)",1201,"BARBARA JORDAN
",,BLVD,Bunit 1295,ALAMEDA JUICE LLC,"727 N WACO ST., STE. 400",WICHITA,KS,67203,General Food Service
,2013127653 FP,1553,Red Mango,"2222 Rio Grande St Bunit 120
Austin, Tx 78705
(30.286839, -97.744777)",Food Service,Carry Out,10/01/2018,"2222 RIO GRANDE ST Bunit 120
AUSTIN, TX 78705
(30.286839, -97.744777)",2222,"RIO GRANDE
",,ST,Bunit 120,"NINE X TRES BELAS,INC.",2222 RIO GRANDE ST.,AUSTIN,TEXAS,78705,General Food Service
,2006008636 FP,1700,Starbucks Coffee #9612,"3706 Guadalupe St
Austin, Tx 78705
(30.302312, -97.738413)",Food Service,Seated,10/01/2018,"3706 GUADALUPE ST
AUSTIN, TX 78705
(30.302312, -97.738413)",3706,"GUADALUPE
",,ST,,STARBUCKS COPORATION LICENSE SERVICES,"P.O. BOX 34442, S-TAX2",SEATTLE,WA,98124-1442,Restaurant
,2011001054 FP,1600,Mang Dedoy's Store,"8863 Anderson Mill Rd Unit 110
Austin 78729
(30.454141, -97.773077)",Food Service,Seated,10/01/2018,"8863 ANDERSON MILL RD Unit 110
AUSTIN 78729
(30.454141, -97.773077)",8863,"ANDERSON MILL
",,RD,Unit 110,CANDIDO LUMAGBAS RAYGON,"8863 ANDERSON MILL RD, #110",AUSTIN,TEXAS,78729,Restaurant
209087,2008072809 FP,1500,Just Add Chef,"3505 N Ih 35 Svrd Nb
Austin, Tx 78722
(30.293003, -97.720494)",Food Service,Caterer,10/01/2018,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",3505,"IH 35 SVRD
",N ,NB,,HERB LEVY,1205 WILSHIRE BLVD,AUSTIN,TEXAS,78722,Other
,2012064935 FP,1500,"Floyd's Coffee, Market, Cafe","301 S Congress Ave Unit 105
Austin, Tx 78704
(30.259037, -97.746192)",Food Service,Seated,10/01/2018,"301 S CONGRESS AVE Unit 105
AUSTIN, TX 78704
(30.259037, -97.746192)",301,"CONGRESS
",S ,AVE,Unit 105,STACEY BREAKALL,4708 ENGLEWOOD DR.,AUSTIN,TEXAS,78745,General Food Service
,2005007946 FP,1800,Hilton Austin-Spa & Towers,"500 E 4Th St Unit 3112
Austin, Tx 78701
(30.264868, -97.738713)",Food Service,Seated,10/01/2018,"500 E 4TH ST Unit 3112
AUSTIN, TX 78701
(30.264868, -97.738713)",500,"4TH
(41.652949, -83.532156)",E ,ST,Unit 3112,"AUSTIN CONVENTION ENTERPRISES, INC.",500 E 4TH ST,AUSTIN,TX,78701,Restaurant
,2006003491 FP,1500,Casino El Camino,"517 E 6Th St
Austin, Tx 78701
(30.266609, -97.737636)",Food Service,Seated,10/01/2018,"517 E 6TH ST
AUSTIN, TX 78701
(30.266609, -97.737636)",517,"6TH
(30.10566, -94.16522)",E ,ST,,PAUL EIGHMEY,517 E 6TH ST,AUSTIN,TX,78701,General Food Service
,2006008993 FP,1793,Barton Springs Saloon,"424 S Lamar Blvd
Austin, Tx 78704
(30.261249, -97.758464)",Food Service,Seated,10/01/2018,"424 S LAMAR BLVD
AUSTIN, TX 78704
(30.261249, -97.758464)",424,"LAMAR
",S ,BLVD,,REBECCA LEMOND,11001 FROKE CEDAR TRAIL,AUSTIN,TX,78750,Bar
105806,2005002266 FP,1800,Las Palomas,"3201 Bee Caves Rd
Austin, Tx 78746
(30.273879, -97.799654)",Food Service,Seated,10/01/2018,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273879, -97.799654)",3201,"BEE CAVES
",,RD,,MARICARMEN DALE,"3201 BEE CAVES RD, #122",AUSTIN,TX,78746,Restaurant
,2007141657 FP,1500,Thanh Nhi Vietnamese Restaurant and Sandwich,"9200 N Lamar Blvd Unit 104
Austin, Tx 78753
(30.361294, -97.698022)",Food Service,Seated,10/01/2018,"9200 N LAMAR BLVD Unit 104
AUSTIN, TX 78753
(30.361294, -97.698022)",9200,"LAMAR
",N ,BLVD,Unit 104,TRANG THUY NGUYEN,324 SPRINGBROOK RD,PFLUGERVILLE,TEXAS,78660,Restaurant
,2008009890 FP,1800,Original Brooklyn Pie Company,"8127 Mesa Dr Bunit 202
Austin, Tx 78759
(30.37344, -97.756075)",Food Service,Seated,10/01/2018,"8127 MESA DR Bunit 202
AUSTIN, TX 78759
(30.37344, -97.756075)",8127,"MESA
",,DR,Bunit 202,JOHN DELLAMARCO,"8127 MESA DR., STE. B-202",AUSTIN,TEXAS,78759,Restaurant
,2009095022 FP,1687,Austin Childrens Shelter,"4800 Manor Rd
Austin, Tx 78723
(30.295656, -97.688575)",Food Service,Caterer,10/01/2018,"4800 MANOR RD
AUSTIN, TX 78723
(30.295656, -97.688575)",4800,"MANOR
",,RD,,ATTN: DANIEL OST,4800 MANOR RD,AUSTIN,TEXAS,78723,Child Care
,2009025906 FP,1600,Starbright Preschool,"3900 Valley View Rd
Austin, Tx 78704
(30.233491, -97.783494)",Food Service,,10/01/2018,"3900 VALLEY VIEW RD
AUSTIN, TX 78704
(30.233491, -97.783494)",3900,"VALLEY VIEW
",,RD,,JEAN DORDEK,3900 VALLEY VIEW RD.,AUSTIN,TEXAS,78704,Child Care
,2013092079 FP,1750,Baked By Amy's,"13265 N Us 183 Hwy Unit B
Austin, Tx 78729
(30.462322, -97.774593)",Food Service,,10/01/2018,"13265 N US 183 HWY Unit B
AUSTIN, TX 78729
(30.462322, -97.774593)",13265,"US 183
",N ,HWY,Unit B,"AMY'S ICE CREAMS, INC",1101 W. ANDERSON LN,AUSTIN,TEXAS,78757,General Food Service
,2010031959 FP,1600,Ana's Mart,"800 Brazos St Unit 200
Austin, Tx 78701
(30.269912, -97.740637)",Retail Food,,10/01/2018,"800 BRAZOS ST Unit 200
AUSTIN, TX 78701
(30.269912, -97.740637)",800,"BRAZOS
",,ST,Unit 200,"BRAZOS FOOD, INC.","800 BRAZOS, #200",AUSTIN,TEXAS,78701,Convenience Store
,2014114809 FP,1500,Moi Den Lulu B's,"3632 S Congress Ave
Austin 78704
(30.22651, -97.761978)",Food Service,Seated,10/01/2018,"3632 S CONGRESS AVE
AUSTIN 78704
(30.22651, -97.761978)",3632,"CONGRESS
",S ,AVE,,"MOI DEN LULU B'S, LLC",1209 STRICKLAND DR.,AUSTIN,TEXAS,78748,General Food Service
,2014101697 FP,1478,The Counter Cafe,"1914 E 6Th St Unit A
Austin, Tx 78702
(30.261356, -97.721661)",Food Service,,10/01/2018,"1914 E 6TH ST Unit A
AUSTIN, TX 78702
(30.261356, -97.721661)",1914,"6TH
(30.10566, -94.16522)",E ,ST,Unit A,THE COUNTER CAFE INC.,1914 E. 6TH STREET,AUSTIN,TEXAS,78702,General Food Service
,2006001488 FP,1500,Maudie's Cafe,"2608 W 7Th St
Austin, Tx 78703
(30.282468, -97.775747)",Food Service,Seated,10/01/2018,"2608 W 7TH ST
AUSTIN, TX 78703
(30.282468, -97.775747)",2608,"7TH
(29.52033, -98.59599)",W ,ST,,JOSEPH DRAKER,800 S. LAMAR BLVD.,AUSTIN,TX,78704,Restaurant
,2015095015 FP,1718,Dunkin Donuts,"401 W Slaughter Ln
Austin, Tx 78748
(30.169511, -97.796192)",Food Service,,10/01/2018,"401 W SLAUGHTER LN
AUSTIN, TX 78748
(30.169511, -97.796192)",401,"SLAUGHTER
",W ,LN,,"COFFEE ACTION WEST, LLC",110 EAST 59TH ST,NEW YORK,NEW YORK,10022,General Food Service
,2012107946 FP,1410,Lubys Etc at Lavaca,"700 Lavaca St
Austin, Tx 78701
(30.270158, -97.744685)",Food Service,Caterer,10/01/2018,"700 LAVACA ST
AUSTIN, TX 78701
(30.270158, -97.744685)",700,"LAVACA
",,ST,,LUBY'S FUDDRUCKERS RESTAURANT LLC,1297 N POST OAK RD STE 150,HOUSTON,TEXAS,77055,
,2006004300 FP,1700,34th Street Cafe,"1005 W 34Th St
Austin, Tx 78705
(30.302857, -97.745108)",Food Service,Seated,10/01/2018,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302857, -97.745108)",1005,"34TH
(40.59938, -73.99163)",W ,ST,,EDUARDO BERNAL,1005 W 34TH ST,AUSTIN,TX,78705,Restaurant
,2008065850 FP,1500,7-Eleven Convenience Store #26353A,"601 W Ben White Blvd Eb
Austin, Tx 78745
(30.226378, -97.769946)",Retail Food,,10/01/2018,"601 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.226378, -97.769946)",601,"BEN WHITE BLVD
",W ,EB,,"EB SPARROW, LLC, ATTN: LIC. DEPT.",PO BOX 219088,DALLAS,TEXAS,75221,Convenience Store
,2011088566 FP,1501,Savory Spice Shop,"10000 Research Blvd Sb Unit 129
Austin, Tx 78759
(30.392352, -97.746845)",Retail Food,,10/01/2018,"10000 RESEARCH BLVD SB Unit 129
AUSTIN, TX 78759
(30.392352, -97.746845)",10000,"RESEARCH BLVD
",,SB,Unit 129,ALICIA PHIPPS,10000 RESEARCH BLVD. #129,AUSTIN,TEXAS,78759,Other
,2006002142 FP,1500,Anyday Grocery,"919 Springdale Rd
Austin, Tx 78702
(30.261197, -97.698352)",Retail Food,,10/01/2018,"919 SPRINGDALE RD
AUSTIN, TX 78702
(30.261197, -97.698352)",919,"SPRINGDALE
",,RD,,MINERVA M. MOTIWALA,919 SPRINGDALE RD.,AUSTIN,TX,78702,Convenience Store
,2013068554 FP,1500,Which Wich,"259 W 3Rd St
Austin, Tx 78701
(30.265882, -97.746071)",Food Service,,10/01/2018,"259 W 3RD ST
AUSTIN, TX 78701
(30.265882, -97.746071)",259,"3RD
(45.61583, -121.175196)",W ,ST,,"JNR ATX,LLC",115 SILVERSTONE DR.,GEORGETOWN,TEXAS,78633,General Food Service
,2014035487 FP,1500,See's Candy Shop,"10710 Research Blvd Sb
Austin 78759
(30.398617, -97.746473)",Retail Food,,10/01/2018,"10710 RESEARCH BLVD SB
AUSTIN 78759
(30.398617, -97.746473)",10710,"RESEARCH BLVD
",,SB,,"SEE'S CANDY SHOPS, INC. - TAX DESK","210 EL CAMINO REAL, S",SAN FRANCISCO,CA,94080,Other
,2013112261 FP,1500,Subway,"10700 Anderson Mill Rd Unit 210
Austin, Tx 78750
(30.446998, -97.811418)",Food Service,Seated,10/01/2018,"10700 ANDERSON MILL RD Unit 210
AUSTIN, TX 78750
(30.446998, -97.811418)",10700,"ANDERSON MILL
",,RD,Unit 210,"DESTINY FOODS, INC.",812 SAM BASS ROAD,ROUND ROCK,TEXAS,78681,General Food Service
548518,2007103188 FP,1633,Tropical Smoothie Cafe,"12901 N Ih 35 Svrd Nb Bunit 1850
Austin, Tx 78753
(30.413754, -97.673118)",Food Service,Seated,10/01/2018,"12901 N IH 35 SVRD NB Bunit 1850
AUSTIN, TX 78753
(30.413754, -97.673118)",12901,"IH 35 SVRD
",N ,NB,Bunit 1850,FUAILELAGI WYNN/AMANDA LIAINA,"12901 N. IH 35, STE 1850",AUSTIN,TX,78753,Restaurant
,2006005387 FP,1700,Starbucks Coffee #6284,"504 W 24Th St
Austin, Tx 78705
(30.287775, -97.742548)",Food Service,Seated,10/01/2018,"504 W 24TH ST
AUSTIN, TX 78705
(30.287775, -97.742548)",504,"24TH
(35.184, -79.38754)",W ,ST,,CINDY SLIVA,PO BOX 34442-TAX2,SEATTLE,WA,98124,Restaurant
,2006000692 FP,1650,Corner Store #1396,"10713 Jollyville Rd
Austin, Tx 78759
(30.400583, -97.748928)",Retail Food,,10/01/2018,"10713 JOLLYVILLE RD
AUSTIN, TX 78759
(30.400583, -97.748928)",10713,"JOLLYVILLE
",,RD,,"BIG DIAMOND,LLC",P. O. BOX 690007,SAN ANTONIO,TX,78269,Convenience Store
,2006002553 FP,1500,El Pastor,"1911 E Riverside Dr
Austin, Tx 78741
(30.24227, -97.728714)",Food Service,Seated,10/01/2018,"1911 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24227, -97.728714)",1911,"RIVERSIDE
",E ,DR,,ROSA JUAREZ,1911 E. RIVERSIDE DR.,AUSTIN,TX,78741,Restaurant
,2006005984 FP,1500,Starbucks Coffee # 6319,"907 W 5Th St Unit 102
Austin, Tx 78703
(30.270008, -97.753836)",Food Service,Seated,10/01/2018,"907 W 5TH ST Unit 102
AUSTIN, TX 78703
(30.270008, -97.753836)",907,"5TH
(43.638367, -108.211504)",W ,ST,Unit 102,STARBUCKS COFFEE INC. ATTN: CINDY SLIVA,P.O.BOX 34442- TAX2,SEATTLE,WA,98124,Restaurant
,2008009068 FP,1500,Torchy's Tacos,"2809 S 1St St
Austin, Tx 78704
(30.236335, -97.763288)",Food Service,Seated,10/01/2018,"2809 S 1ST ST
AUSTIN, TX 78704
(30.236335, -97.763288)",2809,"1ST
(42.320015, -85.185652)",S ,ST,,JASON WALD,4501 SPRINGDALE ROAD,AUSTIN,TEXAS,78723,Restaurant
,2014005362 FP,1589,Murphy's Deli,"600 Congress Ave Unit G230
Austin, Tx 78701
(30.268422, -97.742673)",Food Service,,10/01/2018,"600 CONGRESS AVE Unit G230
AUSTIN, TX 78701
(30.268422, -97.742673)",600,"CONGRESS
",,AVE,Unit G230,MIGUEL BRAMBILA,600 CONGRESS AVE STE G230,AUSTIN,TEXAS,78701,General Food Service
,2006000473 FP,1500,"Green Mesquite, The","1400 Barton Springs Rd
Austin, Tx 78704
(30.261258, -97.759268)",Food Service,Seated,10/01/2018,"1400 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261258, -97.759268)",1400,"BARTON SPRINGS
",,RD,,TOM & LIZ DAVIS,1400 BARTON SPRINGS RD.,AUSTIN,TX,78704,Restaurant
222703,2005002354 FP,1500,Sonic Drive In,"7112 Ed Bluestein Blvd
Austin, Tx 78723
(30.312799, -97.662825)",Food Service,Carryout,10/01/2018,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312799, -97.662825)",7112,"ED BLUESTEIN
",,BLVD,,JERRY CONWAY,P.O. BOX 17788,AUSTIN,TX,78760,Restaurant
362391,2006003176 FP,1643,Sam's Club #6453 Cafe,"9700 N Capital Of Texas Hwy Sb
Austin, Tx 78759
(30.390516, -97.742262)",Food Service,Cafeteria/Buffet,10/01/2018,"9700 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78759
(30.390516, -97.742262)",9700,"CAPITAL OF TEXAS HWY
",N ,SB,,SAM'S EAST INC./ATTN: AMY IGO,3345 BEE CAVE RD STE# 105,AUSTIN,TX,78746,Restaurant
,2013114222 FP,1500,Dragon Super China,"11657 Research Blvd Nb Unit 107
Austin, Tx 78759
(30.417595, -97.746156)",Food Service,,10/01/2018,"11657 RESEARCH BLVD NB Unit 107
AUSTIN, TX 78759
(30.417595, -97.746156)",11657,"RESEARCH BLVD
",,NB,Unit 107,GRACE CUNNINGHAM,11657 RESEARCH BLVD #107,AUSTIN,TEXAS,78759,General Food Service
,2006505395 FP,1500,Shipley Do-Nuts,"8213 Brodie Ln Unit 116
Austin 78745
(30.201015, -97.838563)",Food Service,Seated,10/01/2018,"8213 BRODIE LN Unit 116
AUSTIN 78745
(30.201015, -97.838563)",8213,"BRODIE
",,LN,Unit 116,STEPHEN PRICE,8213 BRODIE LANE #116,AUSTIN,TEXAS,78745,Restaurant
,2009123521 FP,1400,Thundercloud Subs #23,"3801 S Congress Ave Unit 109
Austin, Tx 78704
(30.226152, -97.762155)",Food Service,,10/01/2018,"3801 S CONGRESS AVE Unit 109
AUSTIN, TX 78704
(30.226152, -97.762155)",3801,"CONGRESS
",S ,AVE,Unit 109,"THUNDERCLOUD, INC.",203 E. RIVERSIDE DR.,AUSTIN,TEXAS,78704,Restaurant
,2014053474 FP,1600,Anjore,"1208 W 4Th St
Austin, Tx 78703
(30.27111, -97.759167)",Food Service,Caterer,10/01/2018,"1208 W 4TH ST
AUSTIN, TX 78703
(30.27111, -97.759167)",1208,"4TH
(41.652949, -83.532156)",W ,ST,,DEEPA SHRIDHAR,701 WOODWARD ST APT 1033,AUSTIN,TX,78704,Other
,2016007331 FP,1600,Pho Hong,"2521 Rutland Dr Unit 400
Austin, Tx 78758
(30.383062, -97.72292)",Food Service,,10/01/2018,"2521 RUTLAND DR Unit 400
AUSTIN, TX 78758
(30.383062, -97.72292)",2521,"RUTLAND
",,DR,Unit 400,C/O HONG DAO,2521 RUTLAND DR STE #400,AUSTIN,TEXAS,78758,General Food Service
,2015036640 FP,1750,Taqueria La Familia Mex Restaurant Inc,"3601 W William Cannon Dr Bunit 900
Austin, Tx 78749
(30.214384, -97.831797)",Food Service,Seated,10/01/2018,"3601 W WILLIAM CANNON DR Bunit 900
AUSTIN, TX 78749
(30.214384, -97.831797)",3601,"WILLIAM CANNON
",W ,DR,Bunit 900,CAROLINA P HERNANDEZ,3601 W WILLIAM CANNON DR #900,AUSTIN,TEXAS,78749,General Food Service
,2005007022 FP,1600,KFC X743715,"7206 Ed Bluestein Blvd
Austin, Tx 78723
(30.314446, -97.663294)",Food Service,Seated,10/01/2018,"7206 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.314446, -97.663294)",7206,"ED BLUESTEIN
",,BLVD,,KFC COR. C/O DUCHARME MCMILLEN & ASSOC.,PO BOX 80600,INDIANAPOLIS,IN,46280,Restaurant
